uid,domainID,siteID,namedLocation,eventID,samplingImpractical,replicateNumber,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingProtocolVersion,measurementLocation,measurementDirection,totalDensiometerPoints,coveredDensiometerPoints,canopyCoverPercent,remarks,collectedBy,recordedBy,dataQF
"d3f94a2b-903f-4959-ba50-62122172c829","D18","OKSR","OKSR.AOS.riparian.transect.08",,,,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","upstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"f3d33f46-3cf7-4783-83ea-6b36cae5139b","D18","OKSR","OKSR.AOS.riparian.transect.07",,,,68.669283,-149.146855,"WGS84",0.3,768.9,0.5,"2017-08-03T21:07Z","NEON.DOC.003826vA","Right Bank","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"11b3bb85-bdd4-42b1-b430-61817137343b","D18","OKSR","OKSR.AOS.riparian.transect.09",,,,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","downstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"d9fd531a-25fc-4d5d-ae24-490c6ad7dbfd","D18","OKSR","OKSR.AOS.riparian.transect.08",,,,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Right Bank","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"956f35fc-8436-424b-8758-804b0a4ad4a3","D18","OKSR","OKSR.AOS.riparian.transect.08",,,,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","downstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"0a3eee3c-ef9c-40a9-8121-2d704285cc5d","D18","OKSR","OKSR.AOS.riparian.transect.09",,,,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Right Bank","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"bb63f665-c424-427b-b043-0de8feef3df0","D18","OKSR","OKSR.AOS.riparian.transect.08",,,,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"427c286f-f71c-442a-9e80-9d1ea66c7c4f","D18","OKSR","OKSR.AOS.riparian.transect.10",,,,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","upstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"2d24a0fe-1315-44a4-9afc-2b6894278be1","D18","OKSR","OKSR.AOS.riparian.transect.10",,,,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Right Bank","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"918a4624-cf66-4c23-ab5c-d6d7048a6bfb","D18","OKSR","OKSR.AOS.riparian.transect.08",,,,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"7a1a370a-fb70-430e-b26c-2e91773fbf92","D18","OKSR","OKSR.AOS.riparian.transect.07",,,,68.669283,-149.146855,"WGS84",0.3,768.9,0.5,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"b4579599-c325-4c9d-bf62-05285296786b","D18","OKSR","OKSR.AOS.riparian.transect.10",,,,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"ddaffad3-c183-4271-8136-6584b88366e6","D18","OKSR","OKSR.AOS.riparian.transect.09",,,,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","upstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"2c48b47e-e17c-4bac-ada2-65b5ed494163","D18","OKSR","OKSR.AOS.riparian.transect.09",,,,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"c8c1ffee-7c6d-4fcc-8358-c034bbfe3d4b","D18","OKSR","OKSR.AOS.riparian.transect.08",,,,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"cd849730-1eb4-4d74-9889-5e5575670fbf","D18","OKSR","OKSR.AOS.riparian.transect.09",,,,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"6f5d2c6d-51cc-47d8-ab80-9f3a69a92a13","D18","OKSR","OKSR.AOS.riparian.transect.10",,,,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","downstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"ea093260-eb2a-4d8b-bf4f-7eb5fadcb029","D18","OKSR","OKSR.AOS.riparian.transect.10",,,,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"42b21c8c-269c-4c2b-808f-e1b488f9d436","D18","OKSR","OKSR.AOS.riparian.transect.09",,,,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"325cf667-4fef-4173-9684-3264b66dfd15","D18","OKSR","OKSR.AOS.riparian.transect.10",,,,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"fa8368c3-07f8-461d-9396-d79efc0b9790","D18","OKSR","OKSR.AOS.riparian.transect.03",,,,68.670368,-149.140758,"WGS84",0.4,767.7,0.5,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"fcc105e2-eab5-442e-afc5-0de900481b07","D18","OKSR","OKSR.AOS.riparian.transect.01",,,,68.671416,-149.137117,"WGS84",0.1,765.9,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"280eab6a-61bf-43c9-bee4-4b1da2b8933b","D18","OKSR","OKSR.AOS.riparian.transect.05",,,,68.669203,-149.144317,"WGS84",0.4,768.1,0.6,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","river Right",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"879753d1-3a68-47b6-b6d5-955898875818","D18","OKSR","OKSR.AOS.riparian.transect.01",,,,68.671416,-149.137117,"WGS84",0.1,765.9,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"dc6b9df8-3690-4fb4-86a5-17be8adb9caa","D18","OKSR","OKSR.AOS.riparian.transect.06",,,,68.669145,-149.144536,"WGS84",0.3,768.3,0.5,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","downstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"783c05be-94da-47c7-9299-82f261a6402d","D18","OKSR","OKSR.AOS.riparian.transect.06",,,,68.669145,-149.144536,"WGS84",0.3,768.3,0.5,"2017-08-03T21:07Z","NEON.DOC.003826vA","Left Bank","river Left",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
"961e220d-f140-4597-8e71-e59d0b70512c","D18","OKSR","OKSR.AOS.riparian.transect.01",,,,68.671416,-149.137117,"WGS84",0.1,765.9,0.1,"2017-08-03T21:07Z","NEON.DOC.003826vA","Center","downstream",17,0,0.0,,"zMLySD8rHbaSEMiF51DFWKpg4G4LSf/RGfW9ex89rhk=","TQDtmZL3v3UPABOkh524IzRRdqd9RpE7mNxbVSx+baI=",
