uid,domainID,siteID,namedLocation,eventID,samplingImpractical,replicateNumber,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingProtocolVersion,measurementLocation,measurementDirection,totalDensiometerPoints,coveredDensiometerPoints,canopyCoverPercent,remarks,collectedBy,recordedBy,dataQF
"70ddb001-6e3d-4ea1-a684-7aeb843560d8","D18","OKSR","OKSR.AOS.riparian.transect.03","OKSR.03.20210712.C",,2,68.670368,-149.140758,"WGS84",0.4,767.7,0.5,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","downstream",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"01297833-3fb5-4eae-84bd-bdef35c1fce2","D18","OKSR","OKSR.AOS.riparian.transect.05","OKSR.05.20210712.R",,2,68.669203,-149.144317,"WGS84",0.4,768.1,0.6,"2021-07-12T17:54Z","NEON.DOC.003826vE","Right Bank","river Right",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"7de00157-2c8b-4ad4-b8df-02db3b3dad21","D18","OKSR","OKSR.AOS.riparian.transect.10","OKSR.10.20210712.C",,2,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","river Left",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"4265ffda-5dad-4d95-8e11-939ba7ec048e","D18","OKSR","OKSR.AOS.riparian.transect.01","OKSR.01.20210712.C",,2,68.671416,-149.137117,"WGS84",0.1,765.9,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","river Right",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"02194f12-8523-4e2a-abeb-26021d0a2d44","D18","OKSR","OKSR.AOS.riparian.transect.06","OKSR.06.20210712.C",,2,68.669145,-149.144536,"WGS84",0.3,768.3,0.5,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","upstream",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"c2143879-f088-45d8-9940-8d157c55b675","D18","OKSR","OKSR.AOS.riparian.transect.01","OKSR.01.20210712.C",,2,68.671416,-149.137117,"WGS84",0.1,765.9,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","river Left",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"7f088c65-ce5b-4a53-ae93-c9278cd12cb0","D18","OKSR","OKSR.AOS.riparian.transect.01","OKSR.01.20210712.C",,2,68.671416,-149.137117,"WGS84",0.1,765.9,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","upstream",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"6aa6836c-0cd1-4773-9009-0a33fe1b93de","D18","OKSR","OKSR.AOS.riparian.transect.08","OKSR.08.20210712.C",,2,68.669043,-149.149262,"WGS84",0.4,769.2,0.6,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","river Left",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"b3d9d1ae-ede4-4554-b459-c1e9b4091260","D18","OKSR","OKSR.AOS.riparian.transect.09","OKSR.09.20210712.C",,2,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","upstream",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"d170604f-a29e-4ede-8f0a-8e0e5fefb6f4","D18","OKSR","OKSR.AOS.riparian.transect.10","OKSR.10.20210712.R",,2,68.668598,-149.153095,"WGS84",0.1,771.3,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Right Bank","river Right",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"765dd0e8-c361-4971-ad1b-94270ba7885a","D18","OKSR","OKSR.AOS.riparian.transect.06","OKSR.06.20210712.R",,2,68.669145,-149.144536,"WGS84",0.3,768.3,0.5,"2021-07-12T17:54Z","NEON.DOC.003826vE","Right Bank","river Right",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"cd6cd1f4-83db-4fbf-9a47-4d840faa5447","D18","OKSR","OKSR.AOS.riparian.transect.07","OKSR.07.20210712.C",,2,68.669283,-149.146855,"WGS84",0.3,768.9,0.5,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","downstream",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"da02a17f-d03c-4ce3-90bf-0117caf81754","D18","OKSR","OKSR.AOS.riparian.transect.04","OKSR.04.20210712.L",,2,68.669612,-149.141683,"WGS84",0.4,767.8,0.4,"2021-07-12T17:54Z","NEON.DOC.003826vE","Left Bank","river Left",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"09bc0746-5feb-4773-8c63-dc54d44996db","D18","OKSR","OKSR.AOS.riparian.transect.03","OKSR.03.20210712.C",,2,68.670368,-149.140758,"WGS84",0.4,767.7,0.5,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","river Left",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
"8bc96589-6b24-4ffb-a7b0-be3da6fc4452","D18","OKSR","OKSR.AOS.riparian.transect.09","OKSR.09.20210712.C",,2,68.668880,-149.151299,"WGS84",0.1,770.7,0.1,"2021-07-12T17:54Z","NEON.DOC.003826vE","Center","river Left",17,0,0.0,,"esHShqwTCLw28LpTzPCKu0rGSr6MTOex","esHShqwTCLy/P5ymfTgRnR9sJbMojL7h",
